,Company name,Website,Sector,Region,Revenue Band
761,REGULATORY FINANCE SOLUTIONS LIMITED,http://www.rfs.co.uk/,Financial services,South West England,£40M - £50M
762,REMOTE DIAGNOSTIC TECHNOLOGIES LIMITED,https://www.rdtltd.com,Healthcare,South East England,£10M - £20M
763,RENAKER BUILD LIMITED,http://www.renakerbuild.com,Engineering & Construction,North West England,£75M - £100M
764,RENAL SERVICES (UK) LIMITED,http://www.renalservices.com,Healthcare,London,£6M - £10M
765,REPL GROUP WORLDWIDE LIMITED,https://www.replgroup.com/,Professional services,West Midlands,£10M - £20M
766,REPUBLIC OF MEDIA LIMITED,http://republicofmedia.co.uk,Advertising & Marketing,North West England,£50M - £75M
767,RESOLUTE CORPORATE HOLDINGS LIMITED,http://www.resolutecorporate.co.uk/,Manufacturing,East of England,£10M - £20M
768,RESOURCE EFFICIENT SOLUTIONS LLP,http://www.refsol.co.uk,Waste Management,Scotland,£10M - £20M
769,RESTON WASTE MANAGEMENT LIMITED,https://www.restonwaste.co.uk/,Waste Management,London,£10M - £20M
770,RESTORE PLC,http://www.restoreplc.com,Professional services,South East England,£100M - £150M
771,RETRA HOLDINGS LIMITED,http://www.retra-group.com,Advertising & Marketing,Yorkshire and the Humber,£10M - £20M
772,REVEAL MEDIA LIMITED,https://www.revealmedia.co.uk,Information Technology,East Midlands,£6M - £10M
773,REYNOLDS GROUNDWORK SERVICES LIMITED,https://www.reynoldsgroundworks.com,Building & Landscape services,London,£10M - £20M
774,RIBBLE FARM FARE LIMITED,http://ribblefarmfare.co.uk,Farming & Fishery,North West England,£10M - £20M
775,RICHARD GREEN MASTER PAINTINGS LIMITED,https://www.richardgreen.com,Arts,London,£50M - £75M
776,RICHARD WELLOCK & SONS LIMITED,http://www.wellocks.co.uk,Food & Beverage,North West England,£40M - £50M
777,RIDGEWALL LIMITED,https://www.ridgewall.co.uk,Security,London,£10M - £20M
778,RIGHT CHOICE INSURANCE BROKERS LIMITED,https://www.rcib.co.uk,Insurance,London,£20M - £30M
779,RIPE NOW LIMITED,http://www.ripenow.co.uk/ ,Food & Beverage,East Midlands,£20M - £30M
780,ROBERT WOODHEAD HOLDINGS LIMITED,http://woodhead-construction.co.uk,Engineering & Construction,East Midlands,£50M - £75M
781,ROBSONS OF SPALDING LIMITED,http://www.robsons.tc,Transportation services,East Midlands,£10M - £20M
782,RODANTO LIMITED,https://www.rodanto.co.uk/,Farming & Fishery,South East England,£50M - £75M
783,RODERICKS DENTAL HOLDINGS LIMITED,http://www.rodericksdental.co.uk,Healthcare,East Midlands,£40M - £50M
784,ROGER DYSON LIMITED,http://www.rogerdyson.com ,Transportation services,West Midlands,£10M - £20M
785,ROMAN LIMITED,https://www.roman-showers.com,Engineering & Construction,North East England,£10M - £20M
786,ROMAN ORIGINALS PLC,https://www.romanoriginals.co.uk/,Retail,West Midlands,£50M - £75M
787,ROSEWOOD PET PRODUCTS LIMITED,https://www.rosewoodpet.com,Retail,West Midlands,£20M - £30M
788,ROTAMEAD LIMITED,http://www.rotamead.co.uk,Building & Landscape services,East of England,£10M - £20M
789,ROUNDEL MANUFACTURING LIMITED,http://www.roundelkitchens.co.uk,Engineering & Construction,North East England,£10M - £20M
790,ROYTHORNES LIMITED,http://www.roythorne.co.uk,Legal & Accounting,East Midlands,£10M - £20M
791,RUNNYMEDE HOMES LIMITED,http://runnymedehomes.co.uk,Engineering & Construction,South East England,£10M - £20M
792,RUSSELL'S (KIRBYMOORSIDE) LIMITED,http://russells.uk.com/,Automotive,Yorkshire and the Humber,£40M - £50M
793,S G TECHNOLOGIES GROUP LIMITED,https://www.sgtec.com,Metal Manufacturing & Engineering,London,£10M - £20M
794,SADDLEBACK LIMITED,https://www.saddleback.co.uk/,Retail,South West England,£10M - £20M
795,SAHARA HOLDINGS LIMITED,https://saharaav.com,Information Technology,South East England,£30M - £40M
796,SALT RECRUITMENT GROUP LIMITED,http://www.welovesalt.com,Employment services,London,£30M - £40M
797,SAMUEL GRANT (HOLDINGS) LTD,http://www.samuelgrant.co.uk,Transportation Services,Yorkshire and the Humber,£20M - £30M
798,SAPPHIRE UTILITY SOLUTIONS LIMITED,https://sus.co.uk,Energy & Utility,North West England,£10M - £20M
799,SARGENT ELECTRICAL SERVICES LIMITED,https://sargentltd.co.uk,Electronic Engineering,Yorkshire and the Humber,£10M - £20M
800,SATCO PLASTICS LIMITED,http://www.satcoplastics.com,Plastic Manufacturing & Engineering ,East of England,£10M - £20M
801,SATELLITE SOLUTIONS WORLDWIDE GROUP PLC,https://www.satellitesolutionsworldwide.com,Information Technology,South East England,£20M - £30M
802,SAV HOLDING (UK) LIMITED,http://www.sav-systems.com,Education,South East England,£20M - £30M
803,SC GROUP-GLOBAL LIMITED,https://scgroup-global.com,Security,South West England,£40M - £50M
804,SCA GROUP LIMITED,http://www.sca-group.com,Professional services,South West England,£10M - £20M
805,SCAN COMPUTERS INTERNATIONAL LIMITED,https://www.scan.co.uk/ ,Retail,North West England,£75M - £100M
806,SCIENCE IN SPORT PLC,https://www.scienceinsport.com/uk,Retail,London,£10M - £20M
807,SCOLMORE (INTERNATIONAL) LIMITED,https://www.scolmore.com,Electronic Engineering,West Midlands,£50M - £75M
808,SCOTT BROWNRIGG GROUP LIMITED,https://www.scottbrownrigg.com,Architecture & Engineering,London,£20M - £30M
809,SCOTT LOGIC LIMITED,http://www.scottlogic.com,Information Technology,North East England,£10M - £20M
810,SCOTT PARNELL LIMITED,https://scottparnell.com,Building & Landscape services,London,£20M - £30M
811,SDH PROJECT SERVICES LTD,http://www.sdh-ps.com/,Oil & Gas support services,Yorkshire and the Humber,£10M - £20M
812,SECRET ESCAPES LIMITED,https://www.secretescapes.com,Leisure,London,£30M - £40M
813,SECURIGROUP LIMITED,https://www.securigroup.co.uk,Security,Scotland,£30M - £40M
814,SEDALCOL UK LIMITED,http://www.sedalcol.com,Food & Beverage,Yorkshire and the Humber,£50M - £75M
815,SEDEX INFORMATION EXCHANGE LIMITED,https://www.sedexglobal.com,Information Technology,London,£10M - £20M
816,SELECT HEALTH CARE LIMITED,http://www.selecthealthcaregroup.com,Healthcare,West Midlands,£20M - £30M
817,SEND FOR HELP LIMITED,http://sendforhelp.co.uk,Security,South East England,£6M - £10M
818,SENSEE HOLDING LIMITED,https://www.sensee.co.uk,Professional services,London,£10M - £20M
819,SERABI GOLD PLC,http://www.serabigold.com,Metal Manufacturing & Engineering,London,£40M - £50M
820,SERAPHINE LIMITED,http://www.seraphine.com/,Retail,London,£10M - £20M
821,SERVICE CARE SOLUTIONS LTD,https://www.servicecare.org.uk/,Employment services,North West England,£40M - £50M
822,SERVIUM LIMITED,http://servium.co.uk,Information Technology,London,£10M - £20M
823,SEVEN CAPITAL PLC,https://sevencapital.com/,Real Estate,London,£100M - £150M
824,SEVEN RESOURCING LIMITED,https://www.seven-resourcing.com,Employment services,East of England,£20M - £30M
825,SEWELLS RESERVOIR CONSTRUCTION LIMITED,http://www.srcaggregates.co.uk,Building & Landscape services,East of England,£20M - £30M
826,SMART GARDEN PRODUCTS LTD,https://www.sgpuk.com,Retail,South East England,£20M - £30M
827,SHAFTEC AUTOMOTIVE COMPONENTS HOLDINGS LIMITED,http://www.shaftec.com,Metal Manufacturing & Engineering,West Midlands,£10M - £20M
828,SHAYLOR HOLDINGS LIMITED,https://www.shaylorgroup.com,Engineering & Construction,West Midlands,£100M - £150M
829,SHEIKH HOLDINGS GROUP (INVESTMENTS) LIMITED,http://www.sheikhholdings.co.uk,Financial services,East of England,£10M - £20M
830,SHINER LIMITED,http://shiner.co.uk/,Retail,South West England,£30M - £40M
831,SHUTTERCRAFT LTD (TRADING AS S:CRAFT),https://www.s-craft.co.uk,Manufacturing,South East England,£10M - £20M
832,SIAN WHOLESALE LIMITED,http://www.sianwholesale.com,Retail,South East England,£10M - £20M
833,SIGMA GRP LIMITED,http://www.sigmagrp.co.uk,Professional services,Yorkshire and the Humber,£30M - £40M
834,SIGNATURE LIVING HOTEL LIMITED, https://www.signaturehotelliverpool.co.uk/,Leisure,North West England,£6M - £10M
835,SIMBEC-ORION GROUP LIMITED,http://www.simbecorioncro.com,Research,Wales,£20M - £30M
836,SIMCO EXTERNAL FRAMING SOLUTIONS (UK) LIMITED,http://www.simcoefs.com,Engineering & Construction,West Midlands,£20M - £30M
837,SIRONA CARE & HEALTH C.I.C.,https://www.sirona-cic.org.uk,Healthcare,South West England,£100M - £150M
838,SKERRITT CONSULTANTS LIMITED,http://www.skerritts.co.uk,Financial services,South East England,£6M - £10M
839,SKILLCROWN HOLDINGS LIMITED,http://www.skillcrownhomes.co.uk,Architecture & Engineering,London,£30M - £40M
840,SMARKETS LIMITED,https://smarkets.com/,Leisure,London,£20M - £30M
841,SMART METERING SYSTEMS PLC,https://www.sms-plc.com,Energy & Utility,Scotland,£50M - £75M
842,SMD 2013 LIMITED,https://smdltd.co.uk,Building & Landscape services,South West England,£10M - £20M
843,SOURCE UK SERVICES LIMITED,https://www.powersharesetf.com,Financial services,London,£20M - £30M
844,SOUTHERNS LIMITED,http://www.southerns.co.uk/,Engineering & Construction,Yorkshire and the Humber,£10M - £20M
845,SPARK44 (JV) LIMITED,http://spark44.com,Advertising & Marketing,West Midlands,£75M - £100M
846,SPECIALIST JOINERY FITTINGS LIMITED,http://www.specialistjoinerygroup.co.uk/,Manufacturing,Northern Ireland,£10M - £20M
847,SPECIALIST PEOPLE SERVICES GROUP LIMITED,http://www.spsgroup.uk.com,Employment services,Yorkshire and the Humber,£40M - £50M
848,SPECIALIST WASTE RECYCLING LIMITED,https://swrwastemanagement.co.uk,Waste Management,Scotland,£20M - £30M
849,SPECTRUM COMMUNITY HEALTH C.I.C.,http://spectrumhealth.org.uk,Healthcare,Yorkshire and the Humber,£20M - £30M
850,SPEEDBOARD ASSEMBLY SERVICES LIMITED,http://www.speedboard.co.uk,Manufacturing,South East England,£10M - £20M
851,SPINK CONSTRUCTION LIMITED,http://www.spinkproperty.co.uk/,Engineering & Construction,London,£30M - £40M
852,SPRINGFARM ARCHITECTURAL MOULDINGS LIMITED,http://www.sammouldings.co.uk/ ,Metal Manufacturing & Engineering,Northern Ireland,£20M - £30M
853,SPRINGHILL CARE GROUP LIMITED,http://www.springhillcare.com/ ,Healthcare,North West England,£6M - £10M
854,SRL TRAFFIC SYSTEMS LIMITED,http://www.srl.co.uk,Manufacturing,North West England,£10M - £20M
855,SRS RAIL SYSTEM (HOLDINGS) LIMITED,http://www.srsrailuk.co.uk/,Rental & Leasing,East Midlands,£10M - £20M
856,STEVE HOSKIN CONSTRUCTION LIMITED,http://shc-ltd.co.uk/,Engineering & Construction,South West England,£50M - £75M
857,STM GROUP (UK) LIMITED,http://www.stmsecurity.com/,Security,London,£20M - £30M
858,STORY HOMES LIMITED,https://www.storyhomes.co.uk/,Engineering & Construction,North West England,£150M - £200M
859,STR GROUP LIMITED,http://www.strgroup.co.uk,Employment services,South East England,£50M - £75M
860,STRATA SERVICE SOLUTIONS LTD.,http://strata.solutions,Information Technology,South West England,£6M - £10M
861,STRONGVOX LIMITED,http://www.strongvox.co.uk,Engineering & Construction,South West England,£30M - £40M
862,STRUCTURAL STEELWORK LIMITED,https://www.structurals-ltd.co.uk/,Metal Manufacturing & Engineering,West Midlands,£6M - £10M
863,SU-BRIDGE PET SUPPLIES LIMITED,https://www.su-bridge.co.uk/,Retail,East of England,£20M - £30M
864,SUCCESSION HOLDINGS LTD,https://www.successiongroup.co.uk,Financial services,South West England,£30M - £40M
865,SUMMERFIELD DEVELOPMENTS (SW) LIMITED,http://www.summerfield.co.uk,Engineering & Construction,South West England,£10M - £20M
866,SUMMERLEAZE LIMITED,http://www.summerleaze.co.uk/,Building & Landscape services,South East England,£20M - £30M
867,SUMMIT PLATFORMS LTD,http://www.summitplatforms.co.uk/,Rental & Leasing,South East England,£10M - £20M
868,SUSSEX TURNERY & MOULDING COMPANY LIMITED,http://stamco.co.uk/,Engineering & Construction,South East England,£20M - £30M
869,SUTHERLAND GLOBAL SERVICES UK LTD,https://www.sutherlandglobal.com,Information Technology,London,£6M - £10M
870,SYBRON (UK) LIMITED,https://www.sybron.co.uk,Professional services,East of England,£6M - £10M
871,SYNERGIZE CONSULTING LTD,https://www.synergizecl.co.uk,Professional services,South East England,£20M - £30M
872,T I MIDWOOD & CO LIMITED,http://www.timco.co.uk,Wholesale,North West England,£20M - £30M
873,TALON OUTDOOR LIMITED,https://talonoutdoor.com,Advertising & Marketing,London,£150M - £200M
874,TASK CONSUMER PRODUCTS LIMITED,http://www.taskcp.co.uk,Manufacturing,West Midlands,£10M - £20M
875,TAVISTOCK INVESTMENTS PLC,https://tavistockinvestments.com,Financial services,South East England,£30M - £40M
876,TAYLOR LANE TIMBER FRAME LIMITED,http://www.taylor-lane.co.uk,Engineering & Construction,West Midlands,£10M - £20M
877,TECHNETIX GROUP LIMITED,www.technetix.com,Information Technology,South East England,£100M - £150M
878,TEF TRANSPORT LIMITED,http://www.tefltd.co.uk,Postal Services,Yorkshire and the Humber,£6M - £10M
879,TEMPEST RESOURCING LIMITED,https://www.tempestresourcing.co.uk,Employment services,London,£20M - £30M
880,TEMPLEMAN TRADING LIMITED,http://retailing.templemanrv.co.uk/,Food & Beverage,North East England,£10M - £20M
881,TEN LIFESTYLE HOLDINGS LIMITED,https://www.tengroup.com/,Leisure,London,£30M - £40M
882,TET LIMITED,http://www.tet.co.uk,Information Technology,London,£30M - £40M
883,THAKEHAM CLIENT LIMITED,http://www.thakeham.com,Engineering & Construction,South East England,£6M - £10M
884,THE AUTHENTIC FOOD GROUP LIMITED,https://www.tafc.com,Food & Beverage,North West England,£50M - £75M
885,THE BIG PRAWN CO. LTD.,http://www.bigprawn.com,Food & Beverage,East of England,£30M - £40M
886,THE BOSTON TEA PARTY GROUP LIMITED,http://www.bostonteaparty.co.uk/,Food & Beverage,South West England,£10M - £20M
887,THE BRIDGFORD GROUP LIMITED,http://www.bridgford.co.uk,Engineering & Construction,West Midlands,£30M - £40M
888,THE CHESTERFORD GROUP LIMITED,https://www.tcg-ltd.co.uk,Food & Beverage,East of England,£10M - £20M
889,THE CITY PUB GROUP PLC,http://www.citypubcompanywest.com/,Food & Beverage,London,£10M - £20M
890,THE COACHING INN GROUP LTD,http://www.coachinginngroup.co.uk/,Leisure,East Midlands,£10M - £20M
891,THE FOODFELLAS LTD,http://www.thefoodfellas.co.uk,Food & Beverage,East of England,£50M - £75M
892,THE GENUINE DINING CO. LIMITED,https://www.genuinedining.com/,Food & Beverage,London,£6M - £10M
893,THE GYM GROUP PLC,http://www.tggplc.com/,Leisure,London,£50M - £75M
894,THE MELLORS GROUP LIMITED,http://www.mellorsgroupevents.com/,Leisure,East Midlands,£10M - £20M
895,THE PROPERTY FRANCHISE GROUP PLC,http://www.propertyfranchise.co.uk/,Real Estate,South West England,£6M - £10M
896,THE PROTECTION SPECIALIST LIMITED,https://www.thefairtradepractice.co.uk,Professional services,South East England,£20M - £30M
897,THE PUNJAB KITCHEN LTD,https://punjabkitchen.co.uk/,Food & Beverage,North East England,£6M - £10M
898,THE RETAIL MOTOR INDUSTRY FEDERATION  LIMITED,http://www.rmif.co.uk,Automotive,London,£20M - £30M
899,THE SPECIALIST WORKS LIMITED,https://www.thespecialistworks.com,Advertising & Marketing,South East England,£75M - £100M
900,THE SPERATUS GROUP LIMITED,http://www.thesperatusgroup.com,Leisure,Scotland,£6M - £10M
901,THIRD BRIDGE GROUP LIMITED,https://www.thirdbridge.com,Financial services,London,£50M - £75M
902,THORNCLIFFE BUILDING SUPPLIES LIMITED,http://www.thorncliffebs.co.uk,Engineering & Construction,Wales,£20M - £30M
903,THORP PRECAST LIMITED,http://www.thorpprecast.co.uk,Engineering & Construction,West Midlands,£10M - £20M
904,THREE JAYS LIMITED,http://www.brownsbm.co.uk,Building & Landscape services,East Midlands,£30M - £40M
905,TIDE CONSTRUCTION LIMITED,http://tideconstruction.co.uk/about/,Engineering & Construction,London,£100M - £150M
906,TIGER TRAILERS LIMITED,https://www.tigertrailers.co.uk,Automotive,North West England,£20M - £30M
907,TIME OUT GROUP PLC,https://www.timeout.com,Leisure,London,£30M - £40M
908,TINGDENE HOMES LIMITED,https://tingdene.co.uk/ ,Engineering & Construction,East Midlands,£10M - £20M
909,TIOGA LIMITED,http://www.tioga.co.uk,Electronic Engineering,East Midlands,£10M - £20M
910,TONROE GROUP LIMITED,http://www.tslprojects.com,Healthcare,South East England,£75M - £100M
911,TOP NOTCH CONTRACTORS LIMITED,http://www.topnotchcontractors.co.uk,Building & Landscape services,North West England,£10M - £20M
912,TOP ONLINE PARTNERS GROUP LIMITED,http://www.toponlinepartners.com/,Information Technology,West Midlands,£75M - £100M
913,TORI LIMITED,https://www.toriglobal.com,Professional services,London,£30M - £40M
914,TOTAL CARE AND SUPPORT LIMITED,http://www.totalcaresupport.com,Information Technology,North West England,£10M - £20M
915,TOTAL MOTION LIMITED,https://www.totalmotion.co.uk/,Automotive,East Midlands,£20M - £30M
916,TOUCH ASSOCIATES LIMITED,http://www.touchassociates.com,Leisure,London,£20M - £30M
917,TRACSCARE HOLDCO LIMITED,https://www.tracscare.co.uk,Healthcare,West Midlands,£50M - £75M
918,TRACSIS PLC,https://www.tracsis.com,Professional services,Yorkshire and the Humber,£30M - £40M
919,TRAK (GLOBAL SOLUTIONS) LIMITED,http://www.trakglobalgroup.com,Research,North West England,£10M - £20M
920,TRAKM8 HOLDINGS PLC,https://www.trakm8.com,Information Technology,South West England,£20M - £30M
921,TRANSFLEX VEHICLE RENTAL LIMITED,http://www.transflexrental.co.uk,Rental & Leasing,North East England,£10M - £20M
922,TRAVEL UP GROUP PLC,https://www.travelup.co.uk,Leisure,South East England,£40M - £50M
923,TRIMLINE LIMITED,https://www.trimline.co.uk,Architecture & Engineering,South East England,£30M - £40M
924,TRISTAN EQUITY PARTNERS (GP) LIMITED,https://www.tristancap.com/,Real Estate,London,£75M - £100M
925,TRITAX BIG BOX REIT PLC,http://tritaxbigbox.co.uk,Real Estate,London,£75M - £100M
926,TROPIC SKIN CARE LIMITED,http://www.tropicskincare.com,Retail,East of England,£6M - £10M
927,TROY (UK) LIMITED,https://www.troynet.co.uk/,Engineering & Construction,South West England,£75M - £100M
928,TRUST UTILITY MANAGEMENT LTD,http://trustutilitymanagement.co.uk,Energy & Utility,East Midlands,£10M - £20M
929,TULLYMORE HOUSE LIMITED,https://www.galgorm.com,Leisure,Northern Ireland,£10M - £20M
930,TUNNELCRAFT LIMITED,https://www.tunnelcraft.co.uk,Engineering & Construction,East of England,£40M - £50M
931,TURKINGTON HOLDCO (NI) LIMITED,http://www.turkington-construction.com,Engineering & Construction,Northern Ireland,£10M - £20M
932,TURNAROUND PUBLISHER SERVICES LIMITED,https://www.turnaround-uk.com/,Printing,London,£20M - £30M
933,TURTLE BAY RESTAURANTS LIMITED,https://www.turtlebay.co.uk/,Food & Beverage,South West England,£40M - £50M
934,TY UK LIMITED,http://www.ty.com,Retail,South East England,£20M - £30M
935,UCH LOGISTICS LIMITED,http://www.uchlogistics.co.uk,Transportation services,South East England,£10M - £20M
936,UK WASTE SOLUTIONS LIMITED,http://www.ukwsl.co.uk,Waste Management,East Midlands,£20M - £30M
937,UNIQUE WINDOW SYSTEMS LTD,https://www.uws.co.uk,Manufacturing,East Midlands,£10M - £20M
938,UNIT 9 LIMITED,https://www.unit9.com,Media,London,£10M - £20M
939,URBAN RECRUITMENT GROUP LIMITED,https://www.urbanrec.co.uk,Employment services,London,£50M - £75M
940,UTILIGROUP LIMITED,https://www.utiligroup.com,Professional services,North West England,£10M - £20M
941,VALUE RETAIL PLC,https://www.chicoutletshopping.com,Retail,London,£150M - £200M
942,VENN LIFE SCIENCES HOLDINGS PLC,http://www.vennlifesciences.com,Research,London,£10M - £20M
943,VENQUIS LIMITED,https://www.venquis.com,Employment services,London,£10M - £20M
944,VENTURE LIFE GROUP PLC,http://www.venture-life.com,Healthcare,South East England,£10M - £20M
945,VERDON TIMBER GROUP LIMITED,http://www.verdontimbergroup.co.uk,Manufacturing,East Midlands,£10M - £20M
946,VEREX GROUP LIMITED,http://verexgroup.com/ ,Insurance,East of England,£6M - £10M
947,VGC GROUP LIMITED,https://vgcgroup.co.uk/ ,Engineering & Construction,London,£50M - £75M
948,VIDAFRESH LIMITED,http://www.vidafresh.co.uk,Food & Beverage,South East England,£40M - £50M
949,VIRTUAL CLARITY LIMITED,https://www.virtualclarity.com,Information Technology,London,£20M - £30M
950,VIRTUS HOLDCO LIMITED,https://virtusdatacentres.com,Information Technology,London,£20M - £30M
951,VISION NINE ENTERTAINMENT HOLDINGS PLC,http://www.visionninehq.com,Leisure,London,£10M - £20M
952,VISTA TECHNOLOGY SUPPORT GROUP LIMITED,http://www.vistasupport.com,Information Technology,Wales,£10M - £20M
953,VIVALDA GROUP PLC,http://www.vivalda.co.uk,Engineering & Construction,London,£20M - £30M
954,VIZION NETWORK LIMITED,https://www.vizionnetwork.co.uk,Automotive,Yorkshire and the Humber,£20M - £30M
955,VOICE & SCRIPT INTERNATIONAL LIMITED,http://www.vsi.tv,Leisure,London,£30M - £40M
956,VOLUTION GROUP PLC,http://www.volutiongroupplc.com,Manufacturing,South East England,£150M - £200M
957,VOYAGE CARE HOLDCO LIMITED,http://www.voyagecare.com,Healthcare,West Midlands,£200M - £250M
958,W. MAHER & SONS LIMITED,http://www.wmaherandsons.com,Waste Management,North West England,£10M - £20M
959,W.E. HEWITT & SON LIMITED,http://www.peatfreecompost.co.uk/,Farming & Fishery,East Midlands,£10M - £20M
960,W.H. SMITH & SONS HOLDINGS LIMITED,https://www.whs-plastics.com,Plastic Manufacturing & Engineering ,West Midlands,£50M - £75M
961,WALKER MODULAR LIMITED,https://www.walkermodular.com,Engineering & Construction,Yorkshire and the Humber,£40M - £50M
962,WALLACESPACE LIMITED,https://www.wallacespace.com/,Leisure,London,£6M - £10M
963,WALTER WATSON LIMITED,http://www.walter-watson.co.uk/ ,Metal Manufacturing & Engineering,Northern Ireland,£50M - £75M
964,WANT2BTHERE LTD,http://www.travelmatch.co.uk,Leisure,London,£20M - £30M
965,WARWICK CARE LIMITED,http://www.rugbycarehomes.co.uk,Healthcare,West Midlands,£6M - £10M
966,WASDELL PACKAGING LIMITED,http://www.wasdell.co.uk/,Pharmaceuticals & Biotechnology,South West England,£20M - £30M
967,WATCHFINDER.CO.UK LIMITED,http://www.watchfinder.co.uk,Retail,South East England,£50M - £75M
968,WAYPOINTS CARE GROUP LIMITED,http://www.waypoints-care.co.uk/,Healthcare,South East England,£6M - £10M
969,WCEC GROUP LIMITED,http://whittamcox.com,Architecture & Engineering,East Midlands,£6M - £10M
970,WEBB PLANT GROUP LTD,http://www.apwebbplanthire.co.uk/,Rental & Leasing,West Midlands,£10M - £20M
971,WELLHOPPED LTD,http://www.charlesfaram.co.uk,Farming & Fishery,West Midlands,£30M - £40M
972,WENZELS THE BAKERS LIMITED,https://www.wenzels.co.uk/ ,Food & Beverage,London,£10M - £20M
973,WESTCOTT INVESTMENTS LIMITED,http://www.westcott.com,Financial services,East of England,£6M - £10M
974,WESTGREEN CONSTRUCTION LTD,http://www.westgreen.com/,Architecture & Engineering,London,£20M - £30M
975,WESTMORLAND LIMITED,http://www.westmorlandfamily.com,Retail,North West England,£75M - £100M
976,WEX EUROPE LIMITED,http://www.wexeurope.com/,Financial services,London,£10M - £20M
977,WHITBY SEAFOODS LIMITED,https://www.whitby-seafoods.com ,Food & Beverage,Yorkshire and the Humber,£50M - £75M
978,WHITEMEADOW GROUP HOLDINGS LIMITED,https://www.whitemeadow.com/ ,Manufacturing,East Midlands,£40M - £50M
979,WHYTE CRANES HOLDING LIMITED,http://www.whytecranes.com,Rental & Leasing,Scotland,£10M - £20M
980,WIFINITY LIMITED,https://wifinity.co.uk,Information Technology,London,£6M - £10M
981,WILD LIFE GROUP LIMITED,https://www.yorkshirewildlifepark.com/ ,Leisure,Yorkshire and the Humber,£10M - £20M
982,"WILLIAM CROXSON & SON,LIMITED",https://www.croxsons.com,Manufacturing,London,£10M - £20M
983,WILLSHEE'S SKIP HIRE LIMITED,http://www.willshees.co.uk/,Waste Management,West Midlands,£10M - £20M
984,WILSON POWER SOLUTIONS GROUP LIMITED,http://www.wilsonpowersolutions.co.uk,Manufacturing,Yorkshire and the Humber,£10M - £20M
985,WILSON'S AUCTIONS LIMITED,https://www.wilsonsauctions.com,Leisure,Northern Ireland,£10M - £20M
986,WILSONS FURNISHERS (HOLDINGS) LIMITED,http://www.wilsonscarpets.com/,Retail,Yorkshire and the Humber,£10M - £20M
987,WINDMILL ORGANICS LIMITED,http://www.windmillorganics.com/ ,Food & Beverage,London,£40M - £50M
988,WINNER RECRUITMENT (BIRMINGHAM) LTD,http://www.winnerrecruitment.co.uk/,Employment services,West Midlands,£10M - £20M
989,WINNING MOVES INTERNATIONAL LIMITED,https://www.winningmoves.co.uk/,Leisure,London,£20M - £30M
990,WOODFORD HEATING HOLDINGS LIMITED,http://www.woodfordheating.com,Energy & Utility,East of England,£20M - £30M
991,WOODLAND KITCHENS (N.I.) LIMITED,http://www.woodlandni.com,Manufacturing,Northern Ireland,£10M - £20M
992,WOODLANDS SITE SERVICES LIMITED,http://www.woodlands-ss.co.uk,Professional services,London,£10M - £20M
993,WORDSWORTH EXCAVATIONS LIMITED,http://www.wordsworthexcavations.co.uk ,Building & Landscape services,Yorkshire and the Humber,£10M - £20M
994,WORLDREMIT LTD.,https://www.worldremit.com,Information Technology,London,£40M - £50M
995,WSR RECYCLING LIMITED,http://wsrrecycling.co.uk,Waste Management,North West England,£10M - £20M
996,XBITE LIMITED,http://www.xbite.co.uk/,Wholesale,East Midlands,£30M - £40M
997,YOUR WORLD RECRUITMENT GROUP LIMITED,https://www.yourworldrecruitmentgroup.com,Employment services,London,£100M - £150M
998,ZETA ALARMS LIMITED,http://www.zetaalarmsystems.com/ ,Security,Wales,£10M - £20M
999,ZPG PLC,http://www.zoopla.co.uk,Real Estate,London,£150M - £200M
